ticket_id,created_date,resolved_date,category,sub_category,priority,status,subject,description,resolution,product_service,department,satisfaction_rating,time_to_resolution_hours,text_length
TKT-14253,2023-06-21,2023-06-21 21:48:00,Access/Permissions,Password Reset,High,Closed,Password expired while on vacation,was on vacation for 2 weeks and my password expired while i was away. can't log in to reset it because the old password doesn't work and the new one hasn't been set. i'm working remotely today if that matters. i tried the usual troubleshooting steps. thanks in advance.,Reset password via admin console. Extended password expiration policy for users on extended leave to prevent this issue. User logged in and set new permanent password.,Ping Identity,Human Resources,1.0,21.8,269
TKT-14254,2024-03-26,2024-03-26 12:48:00,Software,Crash,High,Closed,Microsoft 365 crashes on startup,"hi it, microsoft 365 crashes immediately when i try to open it. get a brief flash of the splash screen then it closes. no error message. was working fine until this morning. i already tried restarting my computer. i have a client deliverable due in 2 hours and this is stopping me.",Corrupted user profile config file was causing crash on load. Renamed the config directory to force regeneration of defaults. Application now starts normally. User re-applied their preferences.,Microsoft 365,Logistics,4.0,12.8,281
TKT-14255,2024-04-12,2024-04-14 00:30:00,Database,Backup,Medium,Closed,Database backup failing every night,"hi it, our nightly database backup has been failing for the past 3 days. getting error 'insufficient space on backup destination.' nobody noticed until i checked this morning. i tried the usual troubleshooting steps. happy to work around this short-term but it needs to be addressed.",Backup destination drive was full with old backups that weren't being rotated. Implemented retention policy to keep 30 days of backups. Cleared old files and re-ran backup successfully. Added monitoring alert for future failures.,Snowflake,Sales,3.0,48.5,283
TKT-14257,2024-07-30,2024-07-30 14:24:00,Hardware,Laptop,Medium,Closed,Laptop won't turn on,"hi, my hp zbook fury won't power on at all. no lights, no fan, nothing happens when i press the power button. was working fine when i shut it down yesterday. i asked a coworker and they don't have this problem. would appreciate a fix when you get a chance — moderately impactful.",Performed hard reset by removing battery and holding power button for 30 seconds. Reseated RAM and power connection. Laptop powered on — diagnostics show battery was fully depleted due to BIOS update pending. Charged and verified stable.,HP ZBook Fury,Customer Support,4.0,14.4,279
TKT-14259,2024-03-02,2024-03-07 21:42:00,Hardware,Monitor,Low,Closed,Monitor has dead pixels,"hi there, there are about 5-6 dead pixels in the center of my monitor — they show up as tiny bright dots that never change. really distracting when working on documents or presentations. this is only happening on my machine. no rush on this — just flagging it when you have time. appreciate the help.",Confirmed stuck pixels with diagnostic test. Monitor is within warranty. Submitted RMA and replaced with new unit. No dead pixels on replacement — verified with pixel test.,Lenovo ThinkCentre M90q,Procurement,1.0,141.7,300
TKT-14261,2025-02-25,2025-02-26 03:06:00,Cloud/Infrastructure,Storage,Medium,Closed,Storage volume running out of space,"hello, the /data volume on our production server is at 94% capacity. growing about 5gb per day. need to expand before it fills up. this is affecting my productivity but not a total blocker. appreciate the help.",Expanded EBS volume from 500GB to 1TB online — no downtime required. Extended the filesystem to use new space. Current usage now at 47%. Also implemented log rotation for the application logs that were the primary growth driver.,Docker,Sales,3.0,27.1,210
TKT-14262,2024-11-30,2024-12-03 12:30:00,Email/Communication,Calendar,Low,Closed,Calendar invites not being received,"hi there, people tell me they've sent me meeting invites but they never show up in my calendar or inbox. checked junk folder too — nothing. i've missed 3 meetings this week because of this. whenever you get a chance — low priority for me. appreciate the help.",Mail flow rule was incorrectly routing calendar invites (.ics attachments) to quarantine. Adjusted the mail flow rule to exclude calendar invitation content types. Invites now arriving normally.,Exchange Online,Legal,5.0,84.5,259
TKT-14263,2025-05-17,2025-05-18 02:54:00,Access/Permissions,Permission Request,Low,Closed,Need temporary elevated access for project,"i need temporary admin access to the staging server for a deployment happening this thursday. only need it for about 4 hours. project manager ana thomas approved. i already tried restarting my computer. this is a minor inconvenience, not urgent at all. thanks in advance.",Granted temporary admin access via privileged access management (PAM) system with automatic expiration set for 6 hours from deployment start time. Access logged and auditable. Reminded user access will auto-revoke.,CyberArk,Human Resources,5.0,26.9,271
TKT-14264,2023-08-08,2023-08-10 00:12:00,Cloud/Infrastructure,Service Outage,Medium,Closed,Production service completely down,our customer-facing kubernetes application is completely down. users getting 503 errors. multiple teams reporting issues. started about 15 minutes ago. not super urgent but it's getting annoying. i tried logging out and back in. would appreciate a fix when you get a chance — moderately impactful.,Root cause: expired TLS certificate on the load balancer. Renewed certificate and installed on all load balancer nodes. Service restored within 20 minutes of escalation. Implemented certificate expiry monitoring to alert 30 days before expiration.,Kubernetes,Executive,3.0,48.2,297
TKT-14265,2024-04-07,2024-04-07 23:48:00,Network,Slow Connection,High,Closed,Latency spikes during video calls,"good morning, every teams/zoom call i'm on has terrible quality. audio cuts out, video freezes. my ping to 8.8.8.8 shows spikes up to 800ms every few seconds. i first saw this issue this morning. i already tried restarting my computer. this is causing significant disruption to my team's work today.",User's ethernet port was configured for half-duplex due to a port configuration error. Changed to auto-negotiate full-duplex. Latency stabilized at 12ms with no more spikes.,pfSense,Human Resources,3.0,23.8,299
TKT-14266,2025-03-17,2025-03-23 04:24:00,Email/Communication,Distribution List,Low,Closed,Distribution list emails going to spam,"hi it, emails sent to our it distribution list are landing in everyone's spam folder. these are legitimate internal emails but the spam filter flags them. not urgent. please address when convenient. thank you.",Distribution list was missing proper SPF and internal sender authentication headers. Updated the list's send-as permissions and added it to the safe senders list in the spam filter policy. Emails now deliver to inbox.,Slack,Sales,2.0,148.4,209
TKT-14267,2023-06-22,2023-06-23 02:54:00,Email/Communication,Distribution List,Medium,Closed,Remove ex-employee from distribution lists,"hello support, yuki harris left the company 2 weeks ago but they're still on several distribution lists. getting bounce-back errors every time we email the team list. happy to work around this short-term but it needs to be addressed.",Removed the former employee from all distribution lists (found membership in 7 lists). Cleaned up bounce-back queue. No more NDR errors on group emails.,Microsoft Teams,Marketing,4.0,26.9,233
TKT-14268,2024-08-12,2024-08-17 17:54:00,Database,Backup,Low,Closed,Need to restore database from backup,we need to restore the reporting database from last night's backup. a bad etl job corrupted several tables with incorrect data this morning. this started happening yesterday. i cleared my browser cache but it didn't help. this can wait — just wanted to log it so it doesn't get forgotten. please advise.,Restored reporting database from last night's 2am backup to a staging server first to verify integrity. Confirmed data is clean. Swapped in the restored database and re-ran today's ETL with the fixed job. Data now correct.,MongoDB,Engineering,3.0,137.9,303
TKT-12405,2024-03-01,,Hardware,Printer,Low,In Progress,Can't find network printer,"hello support, i just moved to a new desk in west wing and i can't find any printers when i try to add one. i need access to the nearest printer for daily reports. i noticed this after the last update. i checked and my internet connection seems fine. please advise.",,HP EliteBook 840,Engineering,,,265
TKT-14269,2025-02-21,2025-02-21 21:48:00,Database,Performance,High,Closed,Deadlocks occurring frequently in production,"hi it, we're seeing frequent deadlock errors in our production database — about 20-30 per hour. users are seeing random failures when saving data. i already tried restarting my computer. multiple people on my team are affected and we're all blocked.",Analyzed deadlock graphs and found two stored procedures acquiring locks in opposite order. Refactored both procedures to lock tables in consistent order. Deadlocks eliminated.,Elasticsearch,Engineering,2.0,21.8,249
TKT-14271,2023-10-23,2023-10-29 06:42:00,Access/Permissions,New Account,Low,Closed,Account creation for new service,"hey, we're deploying a new internal service that needs a service account to run automated tasks. it needs access to the reporting database and the file share. this has been going on for about a week now. low priority — happy to wait until your schedule allows.",Created managed service account (gMSA) with principle of least privilege. Granted read-only access to reporting database and read/write to the designated file share path only. Documented service account in CMDB.,CyberArk,Sales,1.0,150.7,260
TKT-14272,2024-02-25,2024-03-01 01:42:00,Access/Permissions,New Account,Low,Closed,Need contractor account,"hey, we have a contractor starting a 6-month engagement with finance. they need limited access — email, okta, and the finance shared drive only. no vpn needed as they'll be onsite. this can wait — just wanted to log it so it doesn't get forgotten. thanks.","Created contractor account with 6-month expiration. Provisioned email (external-flagged), Okta access, and shared drive. Applied contractor security policy (restricted USB, no admin rights). Credentials sent to hiring manager.",Okta,Logistics,1.0,121.7,255
TKT-14274,2024-09-13,2024-09-13 02:12:00,Database,Data Integrity,Critical,Closed,Data mismatch between systems,"hey, the numbers in mongodb don't match what's in the database when i query directly. revenue report shows $2.3m in the app but $2.1m when i run the same query in sql. i first saw this issue this morning. i cleared my browser cache but it didn't help. the entire team is blocked and cannot work. this is a p1 emergency. please advise.",Application was using a cached materialized view that hadn't been refreshed since last Tuesday. Set up automated view refresh every 4 hours. Numbers now match between app and direct query.,MongoDB,Executive,4.0,2.2,334
TKT-14275,2024-11-07,2024-11-09 19:12:00,Software,Installation,Medium,Closed,Need ServiceNow installed on new machine,just got my new laptop and i need servicenow installed for my role. i had it on my old machine. license key should still be valid — it's a per-user license. it was working fine until last friday. would appreciate a fix when you get a chance — moderately impactful. appreciate the help.,"Deactivated license on old machine, installed ServiceNow on new laptop, and activated with existing license key. Verified application launches and user's settings were migrated.",ServiceNow,Sales,3.0,67.2,285
TKT-14276,2023-03-28,2023-03-30 13:06:00,Database,Backup,Medium,Closed,Backup verification needed for compliance audit,"hi, our compliance team needs verification that database backups are working and restorable. audit is next week. can we do a test restore? this has been going on for about a week now. this is slowing me down but i can work around it for now.",Performed full test restore of production database to isolated environment. Verified data integrity with checksums and row counts matching production. Documented results with timestamps for compliance audit.,Snowflake,Legal,1.0,61.1,241
TKT-14279,2024-01-21,2024-01-23 13:36:00,Hardware,Printer,Medium,Closed,Printer not printing — jobs stuck in queue,"hey, sent several documents to the printer on the 2nd floor but nothing comes out. print queue shows jobs as 'printing' but they never actually print. other people having the same issue. i've rebooted twice, no change. this is slowing me down but i can work around it for now. thanks in advance.","Print spooler service had crashed on the print server. Cleared stuck print jobs, restarted the spooler service, and verified printing from multiple workstations. Queue now processing normally.",HP EliteBook 840,Customer Support,2.0,61.6,295
TKT-14280,2025-10-09,2025-10-10 11:30:00,Network,Slow Connection,Medium,Closed,Latency spikes during video calls,"hey team, every teams/zoom call i'm on has terrible quality. audio cuts out, video freezes. my ping to 8.8.8.8 shows spikes up to 800ms every few seconds. it's been like this since monday. restarting the application didn't fix it. thanks in advance.",User's ethernet port was configured for half-duplex due to a port configuration error. Changed to auto-negotiate full-duplex. Latency stabilized at 12ms with no more spikes.,Cisco ISE,Customer Support,4.0,35.5,249
TKT-14282,2025-03-17,2025-03-17 21:12:00,Network,DNS,High,Closed,DNS lookup failures causing app timeouts,"hi it, our fortinet fortigate instance keeps timing out and the logs show dns lookup failures for the database hostname. happening intermittently — works fine for an hour then fails for 10 minutes. this is only happening on my machine. restarting the application didn't fix it. i have a client deliverable due in 2 hours and this is stopping me. appreciate the help.",Secondary DNS server was intermittently unreachable due to a flapping network interface. Replaced the NIC and updated DNS failover configuration to reduce timeout from 30s to 5s.,Fortinet FortiGate,Product,3.0,21.2,366
TKT-14283,2023-06-24,2023-06-24 15:18:00,Email/Communication,Distribution List,Medium,Closed,Not receiving emails sent to distribution list,"hi, i was added to the engineering-all distribution list last week but i'm not receiving any of the group emails. checked spam/junk — nothing there either. would appreciate a fix when you get a chance — moderately impactful.",User was added to the group but their mailbox had a full inbox rule that was routing group emails to a folder they weren't checking. Also confirmed DL membership was active. Adjusted rule and confirmed delivery.,Microsoft Teams,Legal,5.0,15.3,224
TKT-14285,2024-09-25,2024-09-25 10:12:00,Network,DNS,High,Closed,DNS returning wrong IP for internal service,"hi there, when i nslookup our cisco anyconnect server it returns a different ip than what it should be. i think someone changed it but now the app is broken because it's pointing to the old decomissioned server. not super urgent but it's getting annoying. this is causing significant disruption to my team's work today. thank you.",Found stale DNS record pointing to decommissioned host. Updated A record with correct IP address and flushed DNS caches on affected machines. Service now resolving correctly.,Cisco AnyConnect,Sales,2.0,10.2,330
TKT-14287,2023-12-05,2023-12-05 08:54:00,Access/Permissions,Account Lockout,High,Resolved,Multiple users locked out simultaneously,about 15 people in sales all got locked out of their accounts at the same time around 9am. seems too coordinated to be a coincidence. are we under attack? other people on my team are seeing the same thing. i cleared my browser cache but it didn't help. i have a client deliverable due in 2 hours and this is stopping me.,"Investigation revealed a misconfigured application in Sales that was attempting authentication with a cached expired token, triggering lockout policy for all connected users. Fixed the application config and unlocked all affected accounts. No security incident.",Azure AD,Research,4.0,8.9,320
TKT-14290,2025-09-11,2025-09-11 05:42:00,Hardware,Peripheral,Critical,Closed,Wireless mouse not responding,"my wireless mouse stopped working. replaced batteries, re-plugged the usb receiver into different ports, still nothing. the receiver light doesn't even blink. i'm in building c if someone needs to come look at it. i tried the usual troubleshooting steps. the entire team is blocked and cannot work. this is a p1 emergency. thank you.",USB receiver was defective. Replaced with new mouse and receiver from inventory. Paired successfully. User confirmed mouse is tracking properly.,Dell Latitude 5540,Engineering,1.0,5.7,333
TKT-14292,2025-03-31,2025-03-31 18:30:00,Access/Permissions,Permission Request,Medium,Closed,Remove access for departed employee,"hi, james taylor left the company last friday. please disable their account and remove all access immediately. they had access to jumpcloud and the it shared drive. i'm working remotely today if that matters. please advise.","Disabled AD account, revoked all application access, removed from all security groups, and forwarded email to manager for 30 days. Followed offboarding checklist. All access confirmed removed.",JumpCloud,Human Resources,5.0,18.5,223
TKT-14293,2023-07-30,2023-08-02 14:30:00,Hardware,Monitor,Low,Closed,Need additional monitor for dual setup,"hey team, i'd like to request a second monitor for my workstation. i work with spreadsheets and our hp elitebook 840 dashboard simultaneously and constantly switching between them is killing my productivity. manager ok'd it. thanks in advance.","Approved and deployed 27-inch monitor to user's workstation. Installed monitor arm, connected via DisplayPort, and configured dual display layout. User confirmed setup works for their workflow.",HP EliteBook 840,Research,5.0,86.5,243
TKT-10292,2025-02-15,,Hardware,Laptop,Low,Open,Laptop keyboard keys not working,"hey team, several keys on my laptop keyboard stopped working — the e, r, and t keys specifically. makes it really hard to type. started after a small coffee spill last week that i cleaned up right away. not super urgent but it's getting annoying. i tried the usual troubleshooting steps. no rush on this — just flagging it when you have time.",,Dell Precision 5570,Research,,,342
TKT-14297,2025-10-04,2025-10-05 19:48:00,Database,Data Integrity,Medium,Resolved,Data mismatch between systems,"good morning, the numbers in oracle db don't match what's in the database when i query directly. revenue report shows $2.3m in the app but $2.1m when i run the same query in sql. i cleared my browser cache but it didn't help.",Application was using a cached materialized view that hadn't been refreshed since last Tuesday. Set up automated view refresh every 4 hours. Numbers now match between app and direct query.,Oracle DB,Customer Support,2.0,43.8,225
TKT-14298,2024-03-08,2024-03-08 15:06:00,Database,Backup,High,Closed,Database backup failing every night,"hello support, our nightly database backup has been failing for the past 3 days. getting error 'insufficient space on backup destination.' nobody noticed until i checked this morning. this started happening yesterday. multiple people on my team are affected and we're all blocked. thanks in advance.",Backup destination drive was full with old backups that weren't being rotated. Implemented retention policy to keep 30 days of backups. Cleared old files and re-ran backup successfully. Added monitoring alert for future failures.,Redis,Executive,2.0,15.1,299
TKT-14299,2024-01-27,2024-01-27 20:42:00,Database,Data Integrity,Low,Closed,Data mismatch between systems,"the numbers in azure sql don't match what's in the database when i query directly. revenue report shows $2.3m in the app but $2.1m when i run the same query in sql. it was working fine until last friday. this is a minor inconvenience, not urgent at all.",Application was using a cached materialized view that hadn't been refreshed since last Tuesday. Set up automated view refresh every 4 hours. Numbers now match between app and direct query.,Azure SQL,Executive,4.0,20.7,253
TKT-14300,2024-08-27,2024-09-01 20:54:00,Security,Policy,Low,Closed,Security training overdue for team,"hi there, my entire team of 12 in research is overdue on their annual security awareness training. can you send them the enrollment links? i'm working remotely today if that matters. i've rebooted twice, no change. whenever you get a chance — low priority for me.",Sent enrollment invitations for security awareness training to all 12 team members with a completion deadline of 2 weeks. Set up automated reminders at 7-day and 3-day marks. Will report completion status to manager.,Microsoft Defender,Research,2.0,140.9,263
TKT-14301,2025-09-29,2025-09-29 01:48:00,Software,Installation,Critical,Resolved,Can't install update — insufficient disk space,"trying to update tableau but it says i don't have enough disk space. my c: drive is almost full. don't know what's taking up all the space. i'm working remotely today if that matters. i've rebooted twice, no change. this is critical — customer-facing services are unavailable right now. thank you.","Ran disk cleanup removing 18GB of temp files, old Windows update cache, and orphaned installer files. Disk now has 35GB free. Software update installed successfully.",Tableau,Engineering,4.0,1.8,297
TKT-14302,2025-02-23,2025-02-24 13:36:00,Hardware,Printer,Medium,Closed,Printer paper jam won't clear,"good morning, the printer keeps saying paper jam but i've checked everywhere and can't find any stuck paper. already opened all the trays and the back panel. error won't go away. other people on my team are seeing the same thing. i checked and my internet connection seems fine. would appreciate a fix when you get a chance — moderately impactful.","Found a small torn piece of paper caught in the fuser unit roller, not visible from standard access panels. Removed the fragment with tweezers, cleaned the paper path sensors, and reset the printer. Jam error cleared.",Lenovo ThinkPad X1,Human Resources,4.0,37.6,347
TKT-14303,2023-04-14,2023-04-14 05:12:00,Software,Compatibility,Critical,Closed,New software conflicts with existing tool,"hello support, after installing visual studio code, our existing crm tool started crashing. they seem to conflict somehow. i need both applications for my work. this started happening yesterday. i checked and my internet connection seems fine. regards.",Both applications were competing for the same local port (8080). Reconfigured Visual Studio Code to use port 8180 instead. Both applications now run simultaneously without conflicts.,Visual Studio Code,Engineering,4.0,5.2,252
TKT-14304,2024-05-23,2024-05-23 11:00:00,Database,Performance,High,Resolved,Connection pool exhausted — app can't connect to DB,our application is throwing 'connection pool exhausted' errors. users are getting timeout errors. we haven't changed any code recently. i'm in building c if someone needs to come look at it. i asked a coworker and they don't have this problem. this is blocking my work completely — i can't proceed without this fixed.,Found connection leak in recent application deployment — connections weren't being properly returned to the pool. Fixed the connection disposal in the app code and increased pool size from 50 to 100 as interim measure. Error resolved.,Redis,Sales,5.0,11.0,317
TKT-14305,2023-06-13,2023-06-15 23:36:00,Access/Permissions,MFA,Medium,Closed,New phone — need to transfer MFA,got a new phone and need to transfer my mfa authenticator to it. old phone has been wiped already so i can't scan the qr code from the old app. not super urgent but it's getting annoying. this is affecting my productivity but not a total blocker. thanks.,Reset MFA enrollment for user's account. Generated new QR code and helped user set up authenticator on new phone. Verified 3 consecutive codes worked correctly.,Okta,Human Resources,4.0,71.6,254
TKT-14306,2025-06-09,2025-06-13 15:00:00,Hardware,Peripheral,Low,Resolved,Wireless mouse not responding,"my wireless mouse stopped working. replaced batteries, re-plugged the usb receiver into different ports, still nothing. the receiver light doesn't even blink. this started happening yesterday. i tried the usual troubleshooting steps. no rush on this — just flagging it when you have time. regards.",USB receiver was defective. Replaced with new mouse and receiver from inventory. Paired successfully. User confirmed mouse is tracking properly.,Dell Precision 5570,Finance,3.0,111.0,297
TKT-14307,2024-01-25,2024-01-25 08:12:00,Network,WiFi,High,Resolved,WiFi connected but no internet,"hi there, my laptop shows connected to wifi with full signal bars, but no pages load. other people around me seem fine. i've tried forgetting and reconnecting to the network. i'm in remote if someone needs to come look at it. i've rebooted twice, no change. this is blocking my work completely — i can't proceed without this fixed. thanks in advance.",User's device had a static IP configured that conflicted with DHCP range. Reset network adapter to DHCP and renewed lease. Internet access restored.,Fortinet FortiGate,Product,3.0,8.2,350
TKT-15866,2025-03-12,,Email/Communication,Calendar,Medium,In Progress,Can't see shared calendar,"hi, my manager shared their calendar with me last week but i still can't see it in outlook. they confirmed they shared it and i accepted the sharing invitation. this started happening yesterday. i tried logging out and back in. please advise.",,Mimecast,Logistics,,,242
TKT-14309,2023-06-15,2023-06-15 02:30:00,Hardware,Monitor,Critical,Resolved,Second monitor keeps going to sleep,"hello, my second monitor randomly goes black every 20-30 minutes and i have to unplug and replug the cable to get it back. primary monitor stays on the whole time.",Faulty DisplayPort cable was causing intermittent signal loss. Replaced cable with a certified DP 1.4 cable. Also disabled display link power saving in power options. Monitor now stays on consistently.,Surface Pro 9,IT,3.0,2.5,163
TKT-14312,2024-07-28,2024-07-28 23:42:00,Database,Data Integrity,Medium,Closed,NULL values in required fields,"hello, found a bunch of null values in fields that should be mandatory — like order amount and customer name. about 500 records affected. data was loaded by the automated process. this is affecting my productivity but not a total blocker.",Input validation was missing in the data pipeline for these fields. Added NOT NULL constraints to the database columns and added validation checks in the ETL pipeline with proper error handling. Manually fixed the 500 affected records from source data.,Amazon RDS,Procurement,4.0,23.7,238
TKT-14313,2024-06-17,2024-06-19 03:06:00,Security,Phishing,Low,Resolved,Phishing email impersonating CEO,"hi it, got an email that looks like it's from our ceo asking me to urgently purchase gift cards and send the codes. the email address is slightly different from the real one. pretty convincing otherwise. this started happening yesterday. i tried logging out and back in. this is a minor inconvenience, not urgent at all.","Classic CEO impersonation/BEC attack. Blocked sender, added warning banner for external emails impersonating executive names. Reported to anti-fraud team. Sent company-wide alert about this specific attack pattern.",Carbon Black,Product,3.0,51.1,320
TKT-14314,2023-01-09,2023-01-09 04:00:00,Cloud/Infrastructure,VM,Critical,Resolved,VM not responding — can't SSH/RDP,production vm prod-web-03 is not responding to ssh connections. also can't ping it. the services it hosts are down. need urgent help. not super urgent but it's getting annoying. i tried logging out and back in. the entire team is blocked and cannot work. this is a p1 emergency. appreciate the help.,"VM had run out of disk space causing the OS to hang. Connected via hypervisor console, cleared log files consuming 95% of disk, and restarted services. Added disk space monitoring alert to prevent recurrence.",Azure Virtual Machines,Customer Support,3.0,4.0,299
TKT-14315,2025-02-06,2025-02-07 19:30:00,Software,License,Medium,Closed,All licenses in use for AutoCAD,trying to open autocad but getting 'all licenses are currently in use.' we have 25 seats but there's no way 25 people are using it right now. this is blocking my work. it's been like this since monday. i cleared my browser cache but it didn't help. this is affecting my productivity but not a total blocker.,Found 8 stale license sessions from users who hadn't properly closed the application. Released the orphaned sessions and implemented automatic session timeout after 4 hours of inactivity. User now has access.,AutoCAD,Customer Support,2.0,43.5,307
TKT-14316,2025-10-08,2025-10-10 00:06:00,Database,Access,Medium,Closed,Application can't authenticate to new database server,"hello support, we migrated to a new database server last weekend and now our mongodb application can't connect. getting authentication errors even though we updated the connection string. not super urgent but it's getting annoying. happy to work around this short-term but it needs to be addressed. cheers.",New database server was using Windows Authentication but the application service account wasn't registered on the new host. Added the service account to the new server and granted appropriate roles. Application now connecting.,MongoDB,Human Resources,4.0,48.1,306
TKT-14317,2025-01-08,2025-01-08 07:48:00,Email/Communication,Distribution List,Critical,Closed,Not receiving emails sent to distribution list,"hi, i was added to the customer support-all distribution list last week but i'm not receiving any of the group emails. checked spam/junk — nothing there either. i tried the usual troubleshooting steps. production is down. all users affected. needs immediate escalation. thanks in advance.",User was added to the group but their mailbox had a full inbox rule that was routing group emails to a folder they weren't checking. Also confirmed DL membership was active. Adjusted rule and confirmed delivery.,Mailchimp,Sales,4.0,7.8,288
TKT-14319,2025-06-06,2025-06-10 08:24:00,Software,Installation,Low,Closed,Can't install update — insufficient disk space,"hi there, trying to update servicenow but it says i don't have enough disk space. my c: drive is almost full. don't know what's taking up all the space. this is only happening on my machine. i tried the usual troubleshooting steps. this is a minor inconvenience, not urgent at all.","Ran disk cleanup removing 18GB of temp files, old Windows update cache, and orphaned installer files. Disk now has 35GB free. Software update installed successfully.",ServiceNow,Customer Support,2.0,104.4,281
TKT-14320,2025-05-22,2025-05-23 09:00:00,Software,License,Low,Closed,License key not accepted,"good morning, i'm entering the license key for sap erp exactly as provided but it keeps saying 'invalid license key.' triple-checked the key for typos. copied and pasted it directly. it was working fine until last friday. this is a minor inconvenience, not urgent at all. let me know if you need more info.",License key was for a different product edition than what was installed. Provided correct key matching the installed edition. Activation successful.,SAP ERP,Operations,5.0,33.0,306
TKT-14321,2025-03-10,2025-03-10 22:48:00,Security,Suspicious Activity,High,Closed,Someone is sending emails from my account,"hi, people are telling me they're getting strange emails from me that i never sent. links to weird websites. my outbox doesn't show them but people are definitely receiving them. it's been like this since monday. i've rebooted twice, no change.","Account was compromised — attacker set up inbox rule to hide sent items. Revoked all sessions, reset password, removed malicious inbox rules, and enabled MFA. Sent retraction notice to all recipients. Audit log shows no data exfiltration.",Tenable Nessus,Operations,3.0,22.8,244
TKT-14322,2023-04-10,2023-04-10 06:18:00,Access/Permissions,Account Lockout,Critical,Closed,Account locked after password change,changed my password yesterday and now i'm locked out this morning. i'm sure i'm using the new password. my phone and tablet might still have the old password saved. we have an sla breach in 30 minutes if this isn't resolved.,"Account lockout was caused by mobile devices trying to sync email with old password. Unlocked account, helped user update password on all devices (phone, tablet, home PC). No further lockouts.",CyberArk,Logistics,2.0,6.3,224
TKT-14323,2025-02-04,2025-02-10 10:24:00,Security,Phishing,Low,Closed,Clicked on phishing link — need help,"hey team, i accidentally clicked on a link in a suspicious email before i realized it was fake. it asked for my password and i entered it before the page looked wrong and i closed it. what should i do? i'm in annex if someone needs to come look at it. restarting the application didn't fix it. not urgent. please address when convenient.",Immediately reset user's password and revoked all active sessions. Enabled enhanced monitoring on the account for 30 days. Scanned workstation for malware — clean. Blocked the phishing URL at the firewall. No unauthorized access detected in audit logs.,Splunk SIEM,Research,3.0,154.4,337
TKT-14324,2025-08-11,2025-08-11 23:30:00,Network,VPN,Medium,Closed,VPN connection dropping repeatedly,"hey, my vpn keeps disconnecting every 10-15 minutes. i'm using cisco anyconnect and each time it drops i have to re-enter my credentials. makes it impossible to stay connected to internal resources. this is affecting my productivity but not a total blocker.",Identified split-tunnel misconfiguration causing keepalive timeouts. Updated VPN profile settings and pushed new configuration. Connection now stable — monitored for 2 hours with no drops.,Cisco AnyConnect,Research,4.0,23.5,257
TKT-14325,2025-09-08,2025-09-10 04:30:00,Database,Performance,Medium,Closed,Connection pool exhausted — app can't connect to DB,"our application is throwing 'connection pool exhausted' errors. users are getting timeout errors. we haven't changed any code recently. it was working fine until last friday. i've rebooted twice, no change. this is slowing me down but i can work around it for now.",Found connection leak in recent application deployment — connections weren't being properly returned to the pool. Fixed the connection disposal in the app code and increased pool size from 50 to 100 as interim measure. Error resolved.,PostgreSQL,Human Resources,1.0,52.5,264
TKT-14326,2025-08-21,2025-08-21 04:24:00,Database,Data Integrity,Critical,Closed,NULL values in required fields,"hi there, found a bunch of null values in fields that should be mandatory — like order amount and customer name. about 500 records affected. data was loaded by the automated process. i first saw this issue this morning. i asked a coworker and they don't have this problem.",Input validation was missing in the data pipeline for these fields. Added NOT NULL constraints to the database columns and added validation checks in the ETL pipeline with proper error handling. Manually fixed the 500 affected records from source data.,MongoDB,Research,2.0,4.4,272
TKT-14328,2023-09-03,2023-09-03 05:12:00,Network,VPN,High,Closed,Cannot connect to VPN from home,"hi it, i'm trying to connect to the company vpn from my home network but it just times out. getting driver_irql_not_less_or_equal when i try to connect. was working fine yesterday. i'm working remotely today if that matters. this is time-sensitive — please treat as high priority.",User's ISP was blocking UDP port 4500 needed for VPN. Switched VPN profile to TCP/443 fallback mode. Connection established successfully.,Cisco AnyConnect,Human Resources,4.0,5.2,280
TKT-14329,2024-12-11,2024-12-13 23:48:00,Network,WiFi,Medium,Closed,Eduroam/partner WiFi access needed,i need access to the partner wifi network for a visiting researcher from logistics. they'll be here for 3 months and need reliable connectivity. happy to work around this short-term but it needs to be addressed.,Created partner WiFi account with 90-day expiration. Configured VLAN access to limit network segment to guest resources only. Provided credentials and connection guide to visitor.,Fortinet FortiGate,Executive,3.0,71.8,211
TKT-14330,2025-03-02,2025-03-02 20:54:00,Software,Compatibility,High,Closed,Legacy app not working on Windows 11,"our department relies on servicenow which is an older application. since upgrading to windows 11, it won't launch at all. we need this app daily — there's no replacement yet. i asked a coworker and they don't have this problem. i have a client deliverable due in 2 hours and this is stopping me. appreciate the help.",Configured application to run in Windows 8 compatibility mode with admin privileges. Also installed legacy .NET Framework 3.5 component. Application now launches and functions correctly.,ServiceNow,Legal,4.0,20.9,316
TKT-14331,2023-06-09,2023-06-09 12:06:00,Access/Permissions,Account Lockout,High,Closed,Service account keeps locking out,"hello, the service account svc-reporting keeps getting locked out causing our automated reports to fail. it's locking out every 2-3 hours. no one is manually using this account. this has been going on for about a week now. multiple people on my team are affected and we're all blocked. cheers.",Traced lockout source to a decommissioned server still running scheduled tasks with this service account. Disabled the tasks on the old server and reset the service account password on all legitimate hosts. Lockouts resolved.,Active Directory,Customer Support,4.0,12.1,293
